,,□,百貨店（総務担当）,"・前月までは春物を中心に婦人服が伸びたが、今月は一転してマイナスに転じたため、先行きも不透明になっている。
・イラク情勢の悪化から、売上高、来客数ともに減少気味となっている。混沌とした国際情勢、所得減少の現状では、今後もなかなか消費は回復しない。",
,,□,百貨店（営業担当）,・将来に対する生活不安が続いており、消耗品などの生活必需品しか購入されない状態が今後も続く。,
,,□,百貨店（売場担当）,・夏物の主力となる商品が見つかっておらず、何を打ち出すのか業界でも悩んでいる。客もメディアに敏感で、イラク情勢の報道内容が緩和されない限り、客の財布のひもは固い。,
,,□,スーパー（店長）,・世界の経済情勢、国内の雇用情勢などから、良くなる要素が見当たらない。,
,,□,衣料品専門店（店長）,・低価格層の客と中、高価格層の客との購買行動の違いが歴然としている。,
,,□,家電量販店（店長）,"・商品の売行きは上向いているものの、販売数は急激には増加しておらず、減少することもない。
・パソコン関係は好調であるが、洗濯機、冷蔵庫関係などは芳しくなく、商品による浮き沈みが激しいため、全体的な景気動向は変わらない。",
,,□,家電量販店（予算担当）,・パソコンなどの買換えの長期化により厳しい。,
,,□,乗用車販売店（総務担当）,・受注があるのはコンパクトカーのみで、高級乗用車関係が売れる見込みがない。,
,,□,自動車備品販売店（経営者）,"・イラク情勢が悪化しているが、それまでも充分に景気が悪いので、これ以上の悪化はない。
・引き続き消費が活発化しないため、この悪い状態が当面続く。",
,,□,高級レストラン（スタッフ）,・夕食帯の来客数の減少、客単価の低下傾向も続いており、今後もそのような状況が続く。,
,,□,観光型ホテル（経理総務担当）,・国内観光では多少来客数が増加することもあるが、予約状況からは、イラク情勢の影響であまり上向きにはならない。,
,,□,都市型ホテル（スタッフ）,・来客数はある程度あるが、客単価が低下している状態が続いて、当分上昇しそうにない。,
,,□,旅行代理店（団体営業担当）,・イラク情勢の悪化が長期化する懸念があるため、変わらない。,
,,□,通信会社（企画担当）,・イラク情勢の悪化から、先行きは非常に不透明だが、当社の扱う商材については春以降、多少動きが上向きになる。,
,,□,通信会社（総務担当）,・現行サービスへの加入状況が好調であり、この傾向は当分続く。,
,,□,通信会社（営業担当）,・キャンペーン合戦のため客単価は低下しているが、客は更に低い価格を要望しており、新サービスへの乗り換えには様子見の状態が続く。,
,,□,テーマパーク（広報担当）,"・イラク情勢の悪化で国内旅行の増加が予想される反面、マイナス要素も多いため、大きな伸びは期待できない。
・選挙の影響が懸念され、その時期には団体旅行が減少する。",
,,□,テーマパーク（業務担当）,・イラク情勢による変化の要因はあるが、あまり変わらない。,
,,□,ゴルフ場（従業員）,"・ゴルフが生活に密着していないレジャー産業であることから、後回しにされる。
・料金が最低水準まで落ちていることから、総売上はさほど変わらない。",
,,□,レジャー施設（営業企画担当）,・宴会の受注件数が、例年を上回る状況も出始めているが、温泉ホテル、日帰り温泉などは、動員数を割り込んでおり、まだまだ厳しさを通り越したとは言いがたい。,
